record_id,municipality_id,official_psgc_code,municipality,category,subcategory,official_name,alternate_or_local_name,barangay,complete_address,latitude,longitude,map_link,short_description,full_description,key_features,activities_available,products_or_services_offered,amenities,operating_status,operating_days,opening_time,closing_time,seasonal_availability,entrance_fee,price_range,other_fees,contact_person_publicly_listed,telephone_number,mobile_number,email_address,official_website,official_social_media_page,booking_link,accessibility_information,parking_availability,public_transportation_access,recommended_visit_duration,best_time_to_visit,safety_or_travel_advisory,tourism_accreditation_or_registration,primary_source,secondary_verification_source,date_accessed,date_information_last_confirmed,verification_status,confidence_level,photo_availability,cover_photo_id,application_page_route,notes,source_ids,source_id
MADIA-TIG-FAC-001,MADIA-MUN-TIG,0501736000,Tigaon,Municipal or Emergency Facility,Public Facility,Tigaon Municipal Hall,,Not publicly available,Not publicly available,,,,"A public visitor-support facility in Tigaon; exact public address, hotline and operating details require confirmation.","A public visitor-support facility in Tigaon; exact public address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Tigaon. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/tigaon/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/tigaon/tigaon-municipal-hall,,,MADIA-SRC-031
MADIA-TIG-FAC-002,MADIA-MUN-TIG,0501736000,Tigaon,Municipal or Emergency Facility,Public Facility,Tigaon Rural Health Unit,,Not publicly available,Not publicly available,,,,"A public visitor-support facility in Tigaon; exact public address, hotline and operating details require confirmation.","A public visitor-support facility in Tigaon; exact public address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Tigaon. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/tigaon/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/tigaon/tigaon-rural-health-unit,,,MADIA-SRC-031
MADIA-TIG-FAC-003,MADIA-MUN-TIG,0501736000,Tigaon,Municipal or Emergency Facility,Public Facility,Tigaon Police Station,,Not publicly available,Not publicly available,,,,"A public visitor-support facility in Tigaon; exact public address, hotline and operating details require confirmation.","A public visitor-support facility in Tigaon; exact public address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Tigaon. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/tigaon/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/tigaon/tigaon-police-station,,,MADIA-SRC-031
MADIA-TIG-FAC-004,MADIA-MUN-TIG,0501736000,Tigaon,Municipal or Emergency Facility,Public Facility,Tigaon Fire Station,,Not publicly available,Not publicly available,,,,"A public visitor-support facility in Tigaon; exact public address, hotline and operating details require confirmation.","A public visitor-support facility in Tigaon; exact public address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Tigaon. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/tigaon/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/tigaon/tigaon-fire-station,,,MADIA-SRC-031
MADIA-TIG-FAC-005,MADIA-MUN-TIG,0501736000,Tigaon,Municipal or Emergency Facility,Public Facility,Tigaon Municipal Disaster Risk Reduction and Management Office,,Not publicly available,Not publicly available,,,,"A public visitor-support facility in Tigaon; exact public address, hotline and operating details require confirmation.","A public visitor-support facility in Tigaon; exact public address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Tigaon. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/tigaon/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/tigaon/tigaon-municipal-disaster-risk-reduction-and-management-office,,,MADIA-SRC-031
MADIA-TIG-FAC-006,MADIA-MUN-TIG,0501736000,Tigaon,Municipal or Emergency Facility,Public Facility,Tigaon Public Market,,Not publicly available,Not publicly available,,,,"A public visitor-support facility in Tigaon; exact public address, hotline and operating details require confirmation.","A public visitor-support facility in Tigaon; exact public address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Tigaon. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/tigaon/,,2026-06-29,,UNVERIFIED,Low,Verified CC BY-SA 4.0 image uploaded to Drive.,MADIA-PHO-0037,/municipalities/tigaon/tigaon-public-market,,,MADIA-SRC-031
MADIA-TIG-FAC-007,MADIA-MUN-TIG,0501736000,Tigaon,Municipal or Emergency Facility,Public Facility,Tigaon Transport Terminal,,Not publicly available,Not publicly available,,,,"A public visitor-support facility in Tigaon; exact public address, hotline and operating details require confirmation.","A public visitor-support facility in Tigaon; exact public address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Tigaon. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/tigaon/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/tigaon/tigaon-transport-terminal,,,MADIA-SRC-031
MADIA-TIN-FAC-001,MADIA-MUN-TIN,0501737000,Tinambac,Municipal or Emergency Facility,Public Facility,Tinambac Municipal Hall,,Not publicly available,Not publicly available,,,,"A public visitor-support facility in Tinambac; exact public address, hotline and operating details require confirmation.","A public visitor-support facility in Tinambac; exact public address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Tinambac. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://tinambac.gov.ph/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/tinambac/tinambac-municipal-hall,,,MADIA-SRC-049
MADIA-TIN-FAC-002,MADIA-MUN-TIN,0501737000,Tinambac,Municipal or Emergency Facility,Public Facility,Tinambac Rural Health Unit,,Not publicly available,Not publicly available,,,,"A public visitor-support facility in Tinambac; exact public address, hotline and operating details require confirmation.","A public visitor-support facility in Tinambac; exact public address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Tinambac. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://tinambac.gov.ph/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/tinambac/tinambac-rural-health-unit,,,MADIA-SRC-049
MADIA-TIN-FAC-003,MADIA-MUN-TIN,0501737000,Tinambac,Municipal or Emergency Facility,Public Facility,Tinambac Super Health Center,,Not publicly available,Not publicly available,,,,"A public visitor-support facility in Tinambac; exact public address, hotline and operating details require confirmation.","A public visitor-support facility in Tinambac; exact public address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Tinambac. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://tinambac.gov.ph/super-health-center/,,2026-06-29,,PARTIALLY VERIFIED,Medium,Lead only,,/municipalities/tinambac/tinambac-super-health-center,,,MADIA-SRC-050
MADIA-TIN-FAC-004,MADIA-MUN-TIN,0501737000,Tinambac,Municipal or Emergency Facility,Public Facility,Tinambac Police Station,,Not publicly available,Not publicly available,,,,"A public visitor-support facility in Tinambac; exact public address, hotline and operating details require confirmation.","A public visitor-support facility in Tinambac; exact public address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Tinambac. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://tinambac.gov.ph/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/tinambac/tinambac-police-station,,,MADIA-SRC-049
MADIA-TIN-FAC-005,MADIA-MUN-TIN,0501737000,Tinambac,Municipal or Emergency Facility,Public Facility,Tinambac Fire Station,,Not publicly available,Not publicly available,,,,"A public visitor-support facility in Tinambac; exact public address, hotline and operating details require confirmation.","A public visitor-support facility in Tinambac; exact public address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Tinambac. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://tinambac.gov.ph/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/tinambac/tinambac-fire-station,,,MADIA-SRC-049
MADIA-TIN-FAC-006,MADIA-MUN-TIN,0501737000,Tinambac,Municipal or Emergency Facility,Public Facility,Tinambac Municipal Disaster Risk Reduction and Management Office,,Not publicly available,Not publicly available,,,,"A public visitor-support facility in Tinambac; exact public address, hotline and operating details require confirmation.","A public visitor-support facility in Tinambac; exact public address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Tinambac. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://tinambac.gov.ph/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/tinambac/tinambac-municipal-disaster-risk-reduction-and-management-office,,,MADIA-SRC-049
MADIA-TIN-FAC-007,MADIA-MUN-TIN,0501737000,Tinambac,Municipal or Emergency Facility,Public Facility,Tinambac Public Market,,Not publicly available,Not publicly available,,,,"A public visitor-support facility in Tinambac; exact public address, hotline and operating details require confirmation.","A public visitor-support facility in Tinambac; exact public address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Tinambac. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://tinambac.gov.ph/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/tinambac/tinambac-public-market,,,MADIA-SRC-049
MADIA-TIN-FAC-008,MADIA-MUN-TIN,0501737000,Tinambac,Municipal or Emergency Facility,Public Facility,Tinambac Tinambac Sports Complex,,Not publicly available,Not publicly available,,,,"A public visitor-support facility in Tinambac; exact public address, hotline and operating details require confirmation.","A public visitor-support facility in Tinambac; exact public address, hotline and operating details require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Tinambac. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://tinambac.gov.ph/comida-calle/,,2026-06-29,,PARTIALLY VERIFIED,Medium,Lead only,,/municipalities/tinambac/tinambac-tinambac-sports-complex,,,MADIA-SRC-046
MADIA-TIG-FAC-008,MADIA-MUN-TIG,0501736000,Tigaon,Municipal or Emergency Facility,Public park,Don Pascual P. Leelin Sr. Park,,Not publicly available,Not publicly available,13.634651,123.498169,,A public park and civic landmark in Tigaon documented through a current reusable photograph.,"A public park and civic landmark in Tigaon documented through a current reusable photograph. Exact public hours, facilities, accessibility, event use and maintenance status require local confirmation.",,,,,Requires confirmation,Not publicly available,,,Year-round subject to local rules,Not publicly available,Not applicable unless locally established,Not publicly available,,,,,,,,Not publicly available,Requires confirmation,Requires confirmation,Not publicly available,Requires local confirmation,Observe current local rules and event advisories.,Not applicable,"https://commons.wikimedia.org/wiki/File:Don_Pascual_P._Leelin_Sr._Park,_Tigaon,_Cam_Sur,_Mar_2026.jpg",,2026-06-29,,PARTIALLY VERIFIED,High,Verified CC BY-SA 4.0 image uploaded to Drive.,MADIA-PHO-0038,/municipalities/tigaon/don-pascual-leelin-park,Location coordinates derive from the exact image metadata and remain subject to local confirmation.,,
